ID,Timestamp,Numer_Wyciagu,ID_Karty
168,2024-12-27 10:33:26,8,80607
169,2024-12-27 10:34:18,8,57144
170,2024-12-27 10:36:51,1,27244
171,2024-12-27 10:37:35,3,83539
172,2024-12-27 10:37:35,3,83507
173,2024-12-27 10:37:49,4,13342
174,2024-12-27 10:38:04,5,48510
175,2024-12-27 10:38:19,7,70624
176,2024-12-27 10:38:31,8,87710
177,2024-12-27 10:38:52,4,59030
178,2024-12-27 10:39:32,1,75670
179,2024-12-27 10:39:35,4,39268
180,2024-12-27 10:40:03,7,85774
181,2024-12-27 10:40:12,6,13799
182,2024-12-27 10:41:20,8,10813
183,2024-12-27 10:41:22,10,78842
184,2024-12-27 10:42:47,2,58351
185,2024-12-27 10:42:49,2,52046
186,2024-12-27 10:43:26,9,68681
187,2024-12-27 10:44:05,2,64525
188,2024-12-27 10:44:14,10,50183
189,2024-12-27 10:44:54,2,47927
190,2024-12-27 10:47:14,10,70717
191,2024-12-27 10:47:20,8,76271
192,2024-12-27 10:47:21,1,27244
193,2024-12-27 10:47:28,8,14899
194,2024-12-27 10:47:35,3,83539
195,2024-12-27 10:47:35,3,83507
196,2024-12-27 10:48:49,7,70624
197,2024-12-27 10:50:02,1,75670
198,2024-12-27 10:50:59,9,19567
199,2024-12-27 10:51:02,4,47559
200,2024-12-27 10:51:11,8,80607
201,2024-12-27 10:51:42,10,45648
202,2024-12-27 10:52:03,8,57144
203,2024-12-27 10:54:26,9,68681
204,2024-12-27 10:54:45,5,70843
205,2024-12-27 10:55:04,4,13342
206,2024-12-27 10:56:07,4,59030
207,2024-12-27 10:56:16,8,87710
208,2024-12-27 10:56:50,4,39268
209,2024-12-27 10:57:35,3,83539
210,2024-12-27 10:57:35,3,83507
211,2024-12-27 10:57:51,4,27244
212,2024-12-27 10:59:05,2,10813
213,2024-12-27 10:59:19,4,70624
214,2024-12-27 11:00:17,2,58351
215,2024-12-27 11:00:19,2,52046
216,2024-12-27 11:00:27,6,13799
217,2024-12-27 11:00:32,1,75670
218,2024-12-27 11:01:04,5,48510
219,2024-12-27 11:01:35,10,64525
220,2024-12-27 11:01:59,9,19567
221,2024-12-27 11:02:24,2,47927
222,2024-12-27 11:05:05,8,76271
223,2024-12-27 11:05:13,8,14899
224,2024-12-27 11:05:26,1,68681
225,2024-12-27 11:06:22,10,78842
226,2024-12-27 11:07:30,6,89507
227,2024-12-27 11:07:35,3,83539
228,2024-12-27 11:07:35,3,83507
229,2024-12-27 11:08:17,4,47559
230,2024-12-27 11:09:14,5,50183
231,2024-12-27 11:09:42,9,87317
232,2024-12-27 11:09:48,8,57144
233,2024-12-27 11:10:35,3,27662
234,2024-12-27 11:10:42,5,51259
235,2024-12-27 11:11:02,1,75670
236,2024-12-27 11:12:14,10,70717
237,2024-12-27 11:12:19,5,13342
238,2024-12-27 11:12:59,9,19567
239,2024-12-27 11:13:22,4,59030
240,2024-12-27 11:13:52,7,67705
241,2024-12-27 11:14:05,4,39268
242,2024-12-27 11:15:06,4,27244
243,2024-12-27 11:15:56,1,68681
244,2024-12-27 11:16:34,4,70624
245,2024-12-27 11:16:35,2,10813
246,2024-12-27 11:16:42,10,45648
247,2024-12-27 11:17:35,4,83507
248,2024-12-27 11:17:45,5,70843
249,2024-12-27 11:17:47,4,58351
250,2024-12-27 11:19:21,10,72524
251,2024-12-27 11:19:54,2,47927
252,2024-12-27 11:20:35,3,27662
253,2024-12-27 11:20:42,9,87317
254,2024-12-27 11:20:42,6,13799
255,2024-12-27 11:21:15,3,20985
256,2024-12-27 11:21:29,9,31342
257,2024-12-27 11:21:32,1,75670
258,2024-12-27 11:22:31,3,44311
259,2024-12-27 11:22:50,8,76271
260,2024-12-27 11:22:58,8,14899
261,2024-12-27 11:23:59,8,19567
262,2024-12-27 11:24:04,5,48510
263,2024-12-27 11:24:22,9,67705
264,2024-12-27 11:24:23,1,47927
265,2024-12-27 11:25:32,4,47559
266,2024-12-27 11:26:26,1,68681
267,2024-12-27 11:26:35,3,64525
268,2024-12-27 11:27:33,8,57144
269,2024-12-27 11:27:45,6,89507
270,2024-12-27 11:30:35,3,27662
271,2024-12-27 11:30:37,4,59030
272,2024-12-27 11:31:15,3,20985
273,2024-12-27 11:31:20,4,39268
274,2024-12-27 11:31:22,10,78842
275,2024-12-27 11:31:42,9,87317
276,2024-12-27 11:32:02,1,75670
277,2024-12-27 11:32:14,5,50183
278,2024-12-27 11:32:21,4,27244
279,2024-12-27 11:32:29,9,31342
280,2024-12-27 11:32:31,3,44311
281,2024-12-27 11:33:42,5,51259
282,2024-12-27 11:33:49,3,70624
283,2024-12-27 11:34:05,2,10813
284,2024-12-27 11:34:06,10,67567
285,2024-12-27 11:42:31,3,44311
286,2024-12-27 11:42:42,9,87317
287,2024-12-27 11:42:47,4,47559
288,2024-12-27 11:43:29,9,31342
289,2024-12-27 11:43:41,1,47927
290,2024-12-27 11:43:49,3,70624
291,2024-12-27 11:43:50,4,58351
292,2024-12-27 11:44:07,5,13342
293,2024-12-27 11:44:10,9,67705
294,2024-12-27 11:44:21,10,72524
295,2024-12-27 11:45:18,9,57144
296,2024-12-27 11:45:23,3,64525
297,2024-12-27 11:45:44,1,68681
298,2024-12-27 11:46:12,9,47927
299,2024-12-27 11:47:04,5,48510
300,2024-12-27 11:47:52,4,59030
301,2024-12-27 11:48:00,6,89507
302,2024-12-27 11:48:35,4,39268
303,2024-12-27 11:49:23,8,76647
304,2024-12-27 11:49:23,3,27662
305,2024-12-27 11:49:23,8,76271
306,2024-12-27 11:49:33,5,70843
307,2024-12-27 11:49:36,4,27244
308,2024-12-27 11:49:45,6,13799
309,2024-12-27 11:50:03,3,20985
310,2024-12-27 11:50:30,10,45648
311,2024-12-27 11:50:32,8,19567
312,2024-12-27 11:51:35,2,10813
313,2024-12-27 11:52:31,3,44311
314,2024-12-27 11:53:42,9,87317
315,2024-12-27 11:53:49,2,70624
316,2024-12-27 11:54:11,1,47927
317,2024-12-27 11:54:29,2,31342
318,2024-12-27 11:55:10,9,67705
319,2024-12-27 11:55:14,5,50183
320,2024-12-27 11:55:23,5,64525
321,2024-12-27 11:56:14,1,68681
322,2024-12-27 11:56:18,9,57144
323,2024-12-27 11:56:22,1,78842
324,2024-12-27 11:56:35,3,25401
325,2024-12-27 11:56:42,4,51259
326,2024-12-27 11:57:12,10,47927
327,2024-12-27 11:57:39,9,31305
328,2024-12-27 11:59:06,10,67567
329,2024-12-27 11:59:23,3,27662
330,2024-12-27 11:59:34,4,63968
331,2024-12-27 12:00:02,4,47559
332,2024-12-27 12:00:03,3,20985
333,2024-12-27 12:01:05,4,58351
334,2024-12-27 12:02:31,3,44311
335,2024-12-27 12:03:57,9,24836
336,2024-12-27 12:04:08,10,79210
337,2024-12-27 12:04:41,1,47927
338,2024-12-27 12:04:42,9,87317
339,2024-12-27 12:06:10,9,67705
340,2024-12-27 12:06:35,3,25401
341,2024-12-27 12:06:44,1,68681
342,2024-12-27 12:06:51,4,27244
343,2024-12-27 12:07:08,8,76647
344,2024-12-27 12:07:08,8,76271
345,2024-12-27 12:07:18,9,57144
346,2024-12-27 12:08:15,6,89507
347,2024-12-27 12:08:17,8,19567
348,2024-12-27 12:08:39,9,31305
349,2024-12-27 12:09:05,2,10813
350,2024-12-27 12:09:13,4,52310
351,2024-12-27 12:09:21,10,72524
352,2024-12-27 12:09:23,3,27662
353,2024-12-27 12:10:00,6,13799
354,2024-12-27 12:10:03,3,20985
355,2024-12-27 12:10:04,5,48510
356,2024-12-27 12:11:59,2,31342
357,2024-12-27 12:12:31,3,44311
358,2024-12-27 12:12:32,4,49291
359,2024-12-27 12:12:33,5,70843
360,2024-12-27 12:13:57,4,51259
361,2024-12-27 12:14:57,9,24836
362,2024-12-27 12:15:11,1,47927
363,2024-12-27 12:15:30,10,45648
364,2024-12-27 12:15:42,9,87317
365,2024-12-27 12:16:04,3,51701
366,2024-12-27 12:16:35,5,25401
367,2024-12-27 12:16:49,4,63968
368,2024-12-27 12:17:10,9,67705
369,2024-12-27 12:17:17,4,47559
370,2024-12-27 12:18:14,5,50183
371,2024-12-27 12:18:18,9,57144
372,2024-12-27 12:18:20,4,58351
373,2024-12-27 12:18:23,5,64525
374,2024-12-27 12:18:43,9,34202
375,2024-12-27 12:19:23,3,27662
376,2024-12-27 12:19:39,6,31305
377,2024-12-27 12:20:03,3,20985
378,2024-12-27 12:22:00,5,28070
379,2024-12-27 12:22:12,10,47927
380,2024-12-27 12:22:31,3,44311
381,2024-12-27 12:22:41,8,34048
382,2024-12-27 12:23:40,7,46239
383,2024-12-27 12:24:06,10,67567
384,2024-12-27 12:24:53,8,76647
385,2024-12-27 12:24:53,8,76271
386,2024-12-27 12:25:41,1,47927
387,2024-12-27 12:25:57,9,24836
388,2024-12-27 12:26:02,8,19567
389,2024-12-27 12:26:04,3,51701
390,2024-12-27 12:26:28,4,52310
391,2024-12-27 12:26:42,9,87317
392,2024-12-27 12:28:10,9,67705
393,2024-12-27 12:28:30,6,89507
394,2024-12-27 12:29:08,10,79210
395,2024-12-27 12:29:23,3,27662
396,2024-12-27 12:29:29,2,31342
397,2024-12-27 12:29:43,9,34202
398,2024-12-27 12:29:47,4,49291
399,2024-12-27 12:30:03,3,20985
400,2024-12-27 12:30:15,6,13799
401,2024-12-27 12:31:12,4,51259
402,2024-12-27 12:31:36,2,30082
403,2024-12-27 12:32:31,3,44311
404,2024-12-27 12:32:37,2,59624
405,2024-12-27 12:34:04,4,63968
406,2024-12-27 12:34:10,7,46239
407,2024-12-27 12:34:21,10,72524
408,2024-12-27 12:34:32,4,47559
409,2024-12-27 12:35:33,5,70843
410,2024-12-27 12:35:35,4,58351
411,2024-12-27 12:35:56,2,10923
412,2024-12-27 12:36:04,3,51701
413,2024-12-27 12:36:11,1,47927
414,2024-12-27 12:36:57,9,24836
415,2024-12-27 12:37:42,9,87317
416,2024-12-27 12:39:10,9,67705
417,2024-12-27 12:39:23,3,27662
418,2024-12-27 12:39:35,9,25401
419,2024-12-27 12:39:54,6,31305
420,2024-12-27 12:40:03,3,20985
421,2024-12-27 12:40:26,8,34048
422,2024-12-27 12:40:30,10,45648
423,2024-12-27 12:40:43,9,34202
424,2024-12-27 12:41:23,5,64525
425,2024-12-27 12:42:31,4,44311
426,2024-12-27 12:42:38,8,76647
427,2024-12-27 12:42:38,8,76271
428,2024-12-27 12:43:43,4,52310
429,2024-12-27 12:43:47,8,19567
430,2024-12-27 12:44:40,7,46239
431,2024-12-27 12:45:00,5,28070
432,2024-12-27 12:46:04,3,51701
433,2024-12-27 12:46:41,1,47927
434,2024-12-27 12:46:59,2,31342
435,2024-12-27 12:47:02,4,49291
436,2024-12-27 12:47:12,10,47927
437,2024-12-27 12:47:57,9,24836
438,2024-12-27 12:48:27,4,51259
439,2024-12-27 12:48:42,9,87317
440,2024-12-27 12:48:45,6,89507
441,2024-12-27 12:49:06,10,67567
442,2024-12-27 12:49:06,2,30082
443,2024-12-27 12:49:23,3,27662
444,2024-12-27 12:50:03,3,20985
445,2024-12-27 12:50:07,2,59624
446,2024-12-27 12:50:10,2,67705
447,2024-12-27 12:50:30,6,13799
448,2024-12-27 12:50:35,9,25401
449,2024-12-27 12:51:19,4,63968
450,2024-12-27 12:51:43,9,34202
451,2024-12-27 12:51:47,4,47559
452,2024-12-27 12:52:05,6,27035
453,2024-12-27 12:52:50,4,58351
454,2024-12-27 12:53:26,2,10923
455,2024-12-27 12:54:08,10,79210
456,2024-12-27 12:55:10,7,46239
457,2024-12-27 12:56:04,3,51701
458,2024-12-27 12:57:11,6,47927
459,2024-12-27 12:58:11,10,34048
460,2024-12-27 12:58:33,5,70843
461,2024-12-27 12:58:57,9,24836
462,2024-12-27 12:59:21,10,72524
463,2024-12-27 12:59:46,4,44311
464,2024-12-27 13:00:03,3,20985
465,2024-12-27 13:00:09,6,31305
466,2024-12-27 13:00:23,8,76647
467,2024-12-27 13:00:23,3,76271
468,2024-12-27 13:00:58,6,52310
469,2024-12-27 13:01:32,8,19567
470,2024-12-27 13:01:35,2,25401
471,2024-12-27 13:02:43,9,34202
472,2024-12-27 13:03:58,2,27280
473,2024-12-27 13:04:17,7,49291
474,2024-12-27 13:04:29,2,31342
475,2024-12-27 13:05:30,10,45648
476,2024-12-27 13:05:40,7,46239
477,2024-12-27 13:05:42,4,51259
478,2024-12-27 13:05:58,5,35158
479,2024-12-27 13:06:04,6,51701
480,2024-12-27 13:06:36,2,30082
481,2024-12-27 13:07:37,6,59624
482,2024-12-27 13:07:40,2,67705
483,2024-12-27 13:08:00,5,28070
484,2024-12-27 13:08:34,4,63968
485,2024-12-27 13:09:00,6,89507
486,2024-12-27 13:09:02,4,47559
487,2024-12-27 13:09:57,9,24836
488,2024-12-27 13:10:05,4,58351
489,2024-12-27 13:10:23,3,76271
490,2024-12-27 13:10:45,6,13799
491,2024-12-27 13:10:56,2,10923
492,2024-12-27 13:12:12,10,47927
493,2024-12-27 13:12:20,6,27035
494,2024-12-27 13:12:53,1,19140
495,2024-12-27 13:13:43,9,34202
496,2024-12-27 13:14:06,10,67567
497,2024-12-27 13:14:47,7,49291
498,2024-12-27 13:15:33,4,61849
499,2024-12-27 13:16:10,7,46239
500,2024-12-27 13:17:26,6,47927
501,2024-12-27 13:18:08,8,76647
502,2024-12-27 13:19:05,2,25401
503,2024-12-27 13:19:08,10,79210
504,2024-12-27 13:19:17,8,19567
505,2024-12-27 13:19:48,6,59707
506,2024-12-27 13:20:24,6,31305
507,2024-12-27 13:20:57,9,24836
508,2024-12-27 13:21:13,6,52310
509,2024-12-27 13:21:28,2,27280
510,2024-12-27 13:21:33,8,70843
511,2024-12-27 13:21:59,7,31342
512,2024-12-27 13:22:40,8,59983
513,2024-12-27 13:22:57,4,51259
514,2024-12-27 13:23:11,10,34048
515,2024-12-27 13:23:23,1,19140
516,2024-12-27 13:24:06,2,30082
517,2024-12-27 13:24:21,10,72524
518,2024-12-27 13:24:43,6,34202
519,2024-12-27 13:25:17,7,49291
520,2024-12-27 13:25:49,4,63968
521,2024-12-27 13:25:58,9,55727
522,2024-12-27 13:26:17,4,47559
523,2024-12-27 13:26:19,6,51701
524,2024-12-27 13:26:40,7,46239
525,2024-12-27 13:27:52,6,59624
526,2024-12-27 13:27:55,3,89109
527,2024-12-27 13:28:26,2,10923
528,2024-12-27 13:28:58,5,35158
529,2024-12-27 13:29:15,6,89507
530,2024-12-27 13:30:09,10,77284
531,2024-12-27 13:30:30,10,45648
532,2024-12-27 13:31:00,5,28070
533,2024-12-27 13:31:00,3,13799
534,2024-12-27 13:31:57,9,24836
535,2024-12-27 13:32:29,7,31342
536,2024-12-27 13:32:35,6,27035
537,2024-12-27 13:32:48,9,61849
538,2024-12-27 13:33:53,1,19140
539,2024-12-27 13:34:38,9,29198
540,2024-12-27 13:35:47,7,49291
541,2024-12-27 13:35:53,8,76647
542,2024-12-27 13:36:35,2,25401
543,2024-12-27 13:36:58,9,55727
544,2024-12-27 13:37:10,7,46239
545,2024-12-27 13:37:12,10,47927
546,2024-12-27 13:37:55,3,89109
547,2024-12-27 13:37:57,6,20730
548,2024-12-27 13:38:58,2,27280
549,2024-12-27 13:39:06,10,67567
550,2024-12-27 13:39:18,8,70843
551,2024-12-27 13:40:03,6,59707
552,2024-12-27 13:40:12,4,51259
553,2024-12-27 13:40:25,8,59983
554,2024-12-27 13:40:39,6,31305
555,2024-12-27 13:41:28,6,52310
556,2024-12-27 13:41:36,2,30082
557,2024-12-27 13:42:12,1,38777
558,2024-12-27 13:42:57,3,24836
559,2024-12-27 13:43:02,10,50466
560,2024-12-27 13:43:04,4,63968
561,2024-12-27 13:43:48,9,61849
562,2024-12-27 13:44:08,2,79210
563,2024-12-27 13:44:23,1,19140
564,2024-12-27 13:44:58,6,34202
565,2024-12-27 13:45:38,9,29198
566,2024-12-27 13:45:56,2,10923
567,2024-12-27 13:46:17,7,49291
568,2024-12-27 13:46:34,6,51701
569,2024-12-27 13:47:40,7,46239
570,2024-12-27 13:47:55,3,89109
571,2024-12-27 13:47:58,6,55727
572,2024-12-27 13:48:07,1,59624
573,2024-12-27 13:48:11,5,34048
574,2024-12-27 13:48:46,2,35193
575,2024-12-27 13:49:21,10,72524
576,2024-12-27 13:49:30,6,89507
577,2024-12-27 13:51:58,5,35158
578,2024-12-27 13:52:42,4,38777
579,2024-12-27 13:52:50,1,27035
580,2024-12-27 13:53:34,10,88361
581,2024-12-27 13:53:38,8,76647
582,2024-12-27 13:54:00,5,28070
583,2024-12-27 13:54:05,2,25401
584,2024-12-27 13:54:48,3,61849
585,2024-12-27 13:54:53,1,19140
586,2024-12-27 13:55:09,10,77284
587,2024-12-27 13:55:30,10,45648
588,2024-12-27 13:56:28,2,27280
589,2024-12-27 13:56:38,9,29198
590,2024-12-27 13:56:39,6,16689
591,2024-12-27 13:56:47,6,49291
592,2024-12-27 13:57:03,8,70843
593,2024-12-27 13:57:27,2,51259
594,2024-12-27 13:57:55,3,89109
595,2024-12-27 13:58:10,7,46239
596,2024-12-27 13:58:10,8,59983
597,2024-12-27 13:58:12,6,20730
598,2024-12-27 13:58:37,1,59624
599,2024-12-27 13:59:06,2,30082
600,2024-12-27 14:00:18,6,59707
601,2024-12-27 14:00:19,4,63968
602,2024-12-27 14:00:54,2,31305
603,2024-12-27 14:01:26,9,77108
604,2024-12-27 14:01:38,2,79210
605,2024-12-27 14:01:43,6,52310
606,2024-12-27 14:02:12,10,47927
607,2024-12-27 14:03:20,1,27035
608,2024-12-27 14:03:26,2,10923
609,2024-12-27 14:04:06,1,67567
610,2024-12-27 14:04:48,3,61849
611,2024-12-27 14:05:13,6,34202
612,2024-12-27 14:05:23,1,19140
613,2024-12-27 14:06:16,2,35193
614,2024-12-27 14:06:49,6,51701
615,2024-12-27 14:07:38,9,29198
616,2024-12-27 14:07:55,3,89109
617,2024-12-27 14:08:02,5,50466
618,2024-12-27 14:08:13,6,55727
619,2024-12-27 14:09:07,1,59624
620,2024-12-27 14:09:45,6,89507
621,2024-12-27 14:09:57,4,38777
622,2024-12-27 14:11:11,5,34048
623,2024-12-27 14:11:23,8,76647
624,2024-12-27 14:11:35,2,25401
625,2024-12-27 14:12:26,9,77108
626,2024-12-27 14:13:50,1,27035
627,2024-12-27 14:13:58,2,27280
628,2024-12-27 14:14:21,10,72524
629,2024-12-27 14:14:36,1,67567
630,2024-12-27 14:14:48,8,70843
631,2024-12-27 14:14:48,7,61849
632,2024-12-27 14:14:58,5,35158
633,2024-12-27 14:15:53,1,19140
634,2024-12-27 14:15:55,2,59983
635,2024-12-27 14:16:36,2,30082
636,2024-12-27 14:16:47,8,78141
637,2024-12-27 14:16:54,3,16689
638,2024-12-27 14:17:00,5,28070
639,2024-12-27 14:17:02,6,49291
640,2024-12-27 14:17:34,9,63968
641,2024-12-27 14:17:55,3,89109
642,2024-12-27 14:18:24,3,31305
643,2024-12-27 14:18:27,6,20730
644,2024-12-27 14:18:34,10,88361
645,2024-12-27 14:18:38,9,29198
646,2024-12-27 14:19:08,2,79210
647,2024-12-27 14:19:37,9,59624
648,2024-12-27 14:20:09,10,77284
649,2024-12-27 14:20:33,6,59707
650,2024-12-27 14:20:56,2,10923
651,2024-12-27 14:21:58,6,52310
652,2024-12-27 14:23:26,9,77108
653,2024-12-27 14:23:46,2,35193
654,2024-12-27 14:24:20,1,27035
655,2024-12-27 14:25:06,5,67567
656,2024-12-27 14:25:18,3,61849
657,2024-12-27 14:25:28,6,34202
658,2024-12-27 14:26:23,1,19140
659,2024-12-27 14:26:54,9,16689
660,2024-12-27 14:27:04,6,51701
661,2024-12-27 14:27:12,4,38777
662,2024-12-27 14:27:55,6,89109
663,2024-12-27 14:28:09,4,41707
664,2024-12-27 14:28:24,3,31305
665,2024-12-27 14:28:28,6,55727
666,2024-12-27 14:28:34,9,63968
667,2024-12-27 14:29:08,5,76647
668,2024-12-27 14:29:21,7,11034
669,2024-12-27 14:29:38,7,29198
670,2024-12-27 14:30:37,6,59624
671,2024-12-27 14:31:02,5,50466
672,2024-12-27 14:31:28,2,27280
673,2024-12-27 14:31:39,6,25815
674,2024-12-27 14:33:25,2,59983
675,2024-12-27 14:34:06,2,30082
676,2024-12-27 14:34:11,5,34048
677,2024-12-27 14:34:26,9,77108
678,2024-12-27 14:34:32,8,78141
679,2024-12-27 14:34:50,1,27035
680,2024-12-27 14:35:18,3,61849
681,2024-12-27 14:36:38,2,79210
682,2024-12-27 14:36:53,1,19140
683,2024-12-27 14:37:54,9,16689
684,2024-12-27 14:37:58,5,35158
685,2024-12-27 14:38:26,2,10923
686,2024-12-27 14:38:42,6,20730
687,2024-12-27 14:39:21,10,72524
688,2024-12-27 14:39:51,7,11034
689,2024-12-27 14:40:00,10,28070
690,2024-12-27 14:40:08,7,29198
691,2024-12-27 14:40:48,6,59707
692,2024-12-27 14:41:16,2,35193
693,2024-12-27 14:42:13,6,52310
694,2024-12-27 14:43:34,10,88361
695,2024-12-27 14:44:27,4,38777
696,2024-12-27 14:45:09,9,77284
697,2024-12-27 14:45:18,3,61849
